InternetGatewayDevice.DeviceInfo.AccessType                                                                                NULL                                     NULL                      Gpon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalBytesSent                                                       NULL                                     NULL                      98                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalPacketsReceived                                                 NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TotalPacketsSent                                                     NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TransmitPower                                                        NULL                                     NULL                      100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.TransmitPowerSupported                                               NULL                                     NULL                      20,40,60,80,100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPEncryptionLevel                                                   NULL                                     NULL                      104-bit                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPKey.1.WEPKey                                                      NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPKey.2.WEPKey                                                      NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPKey.3.WEPKey                                                      NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPKey.4.WEPKey                                                      NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WEPKeyIndex                                                          NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WMMEnable                                                            NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WMMSupported                                                         NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPAAuthenticationMode                                                NULL                                     NULL                      PSKAuthentication                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPAEncryptionModes                                                   NULL                                     NULL                      TKIPEncryption                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS.ConfigMethodsSupported                                           NULL                                     NULL                      "PushButton Label"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS.DevicePassword                                                   NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS.Enable                                                           NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS.X_HW_ConfigMethod                                                NULL                                     NULL                      PushButton                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.WPS.X_HW_PinGenerator                                                NULL                                     NULL                      AP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_AdvanceConf.BeaconPeriod                                        NULL                                     NULL                      100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_AdvanceConf.DtimPeriod                                          NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_AdvanceConf.FragThreshold                                       NULL                                     NULL                      2346                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_AdvanceConf.RTSThreshold                                        NULL                                     NULL                      2346                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_AssociateNum                                                    NULL                                     NULL                      32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_HT20                                                            NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_PowerValue                                                      NULL                                     NULL                      20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_RadiuServer                                                     NULL                                     NULL                      192.168.0.100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_RadiusKey                                                       NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_RadiusPort                                                      NULL                                     NULL                      1812                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_RetryTimeout                                                    NULL                                     NULL                      20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_WPAand11iAuthenticationMode                                     NULL                                     NULL                      PSKAuthentication                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_WPAand11iEncryptionModes                                        NULL                                     NULL                      TKIPandAESEncryption                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.LANDevice.1.WLANConfiguration.1.X_HW_WPSKeyWord                                                      NULL                                     NULL                      128                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.LANDevice.1.WiFi.Radio.1.GuardInterval                                                               NULL                                     NULL                      Auto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.LANDevice.1.WiFi.Radio.1.OperatingFrequencyBand                                                      NULL                                     NULL                      2.4GHz                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
InternetGatewayDevice.LANDevice.1.WiFi.Radio.1.SupportedFrequencyBands                                                     NULL                                     NULL                      2.4GHz                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
InternetGatewayDevice.LANDevice.1.X_HW_DHCPv6.Hosts.HostNumberOfEntries                                                    NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.X_HW_DHCPv6.Server.Enable                                                                NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.X_HW_DHCPv6.Server.Pool.1.MaxAddress                                                     NULL                                     NULL                      0000:0000:0000:0100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.LANDevice.1.X_HW_DHCPv6.Server.Pool.1.MinAddress                                                     NULL                                     NULL                      0000:0000:0000:0001                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.LANDevice.1.X_HW_RouterAdvertisement.Enable                                                          NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.X_HW_RouterAdvertisement.ManagedFlag                                                     NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.X_HW_RouterAdvertisement.MaxRtrAdvInterval                                               NULL                                     NULL                      600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.LANDevice.1.X_HW_RouterAdvertisement.MinRtrAdvInterval                                               NULL                                     NULL                      200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.LANDevice.1.X_HW_RouterAdvertisement.OtherConfigFlag                                                 NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.X_HW_WlanEnable                                                                          NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDevice.1.X_HW_WlanPowerValue                                                                      NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.LANDeviceNumberOfEntries                                                                             NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Layer3Forwarding.DefaultConnectionService                                                            NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Layer3Forwarding.X_HW_AutoDefaultGatewayEnable                                                       NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Layer3Forwarding.X_HW_CurrentForwarding.1.DestIPAddress                                              NULL                                     NULL                      192.168.100.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
InternetGatewayDevice.Layer3Forwarding.X_HW_CurrentForwarding.1.DestSubnetMask                                             NULL                                     NULL                      255.255.255.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
InternetGatewayDevice.Layer3Forwarding.X_HW_CurrentForwarding.1.GatewayIPAddress                                           NULL                                     NULL                      0.0.0.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
InternetGatewayDevice.Layer3Forwarding.X_HW_CurrentForwarding.1.Interface                                                  NULL                                     NULL                      br0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.Layer3Forwarding.X_HW_CurrentForwarding.2.DestIPAddress                                              NULL                                     NULL                      109.5.0.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
InternetGatewayDevice.Layer3Forwarding.X_HW_CurrentForwarding.2.DestSubnetMask                                             NULL                                     NULL                      255.255.252.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
InternetGatewayDevice.Layer3Forwarding.X_HW_CurrentForwarding.2.GatewayIPAddress                                           NULL                                     NULL                      0.0.0.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
InternetGatewayDevice.Layer3Forwarding.X_HW_CurrentForwarding.2.Interface                                                  NULL                                     NULL                      wan1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.Layer3Forwarding.X_HW_WanDefaultWanName                                                              NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.ManagementServer.ConnectionRequestPassword                                                           NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.ManagementServer.ConnectionRequestURL                                                                NULL                                     NULL                      http://109.5.3.249:7547/6426a506d83d433b3789e42753141039                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
InternetGatewayDevice.ManagementServer.ConnectionRequestUsername                                                           NULL                                     NULL                      acs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
InternetGatewayDevice.ManagementServer.EnableCWMP                                                                          NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
